cov_id,study_id,study_name,month_start,year_start,month_end,year_end,year_publish,year_mid,country,region_actual,region_analysis,urban_rural,location,study_design,study_sample,sex,population,population_detail,age_group,reproductive_age,age_range,age_min,age_max,age_mean,age_median,age_iqr,hiv_status,hiv_tested,hiv_positive,hiv_prevalence,sti,num,denom,prev,specimen,test,sens,spec,adj_prev,adj_se,adj_prev_lwr,adj_prev_upr,adj_num,adj_denom
#23881,Venkatesh 2011,Methods for Improving Reproductive Health in Africa (MIRA),September,2003,September,2005,2011,2004,Zimbabwe,EA,EA,Urban,Harare,RCT,Convenience,Female,HIV/STI prevention trial participants,"Women recruited from general community, family planning clinics and general health clinics. Sexually active",Adult,Y,18 to 49,18,49,NA,NA,NA,HIV negative,2455,0,0,NG,5,2455,0.002,urine,NAAT,91.6,100,0.002660196,0.001091312,0.000948163,0.005210071,5.926152798,2227.712921
#23881,Venkatesh 2011,Methods for Improving Reproductive Health in Africa (MIRA),September,2003,September,2005,2011,2004,Zimbabwe,EA,EA,Urban,Harare,RCT,Convenience,Female,HIV/STI prevention trial participants,"Women recruited from general community, family planning clinics and general health clinics. Sexually active",Adult,Y,18 to 49,18,49,NA,NA,NA,HIV negative,2455,0,0,TV,64,2455,0.026,urine,NAAT,66.9,98.3,0.014546527,0.00498673,0.00531621,0.024839951,8.385385338,576.4527224
#22441,Jewanraj 2021,CAPRISA 008,November,2012,October,2014,2021,2013,South Africa,SA,SA,Mixed,"eThekwini and Vulindlela, KwaZulu Natal",RCT,Consecutive,Female,HIV/STI prevention trial participants,Women who previously participated in an ARV prevention study,Adult,Y,20 to 44,20,44,NA,28,25-33,HIV negative,137,0,0,CT,10,135,0.074074074,genital fluid,NAAT,88.6,99.6,0.08673373,0.025984764,0.043351743,0.143779412,10.17503528,117.3134755
#22441,Jewanraj 2021,CAPRISA 008,November,2012,October,2014,2021,2013,South Africa,SA,SA,Mixed,"eThekwini and Vulindlela, KwaZulu Natal",RCT,Consecutive,Female,HIV/STI prevention trial participants,Women who previously participated in an ARV prevention study,Adult,Y,20 to 44,20,44,NA,28,25-33,HIV negative,137,0,0,NG,5,137,0.03649635,genital fluid,NAAT,93.3,99.2,0.038633253,0.018419582,0.009814491,0.080232917,4.229140481,109.4689198
#22441,Jewanraj 2021,CAPRISA 008,November,2012,October,2014,2021,2013,South Africa,SA,SA,Mixed,"eThekwini and Vulindlela, KwaZulu Natal",RCT,Consecutive,Female,HIV/STI prevention trial participants,Women who previously participated in an ARV prevention study,Adult,Y,20 to 44,20,44,NA,28,25-33,HIV negative,137,0,0,TV,6,135,0.044444444,genital fluid,NAAT,95,98,0.033896694,0.019311866,0.004491422,0.07797354,2.976389653,87.8076678
#23067,Msuya 2009,NA,June,2002,March,2004,2009,2003,Tanzania,EA,EA,Urban,Moshi,Cohort,Consecutive,Female,ANC attendees,Pregnant women in their third trimester,Adult,Y,14 to 43,14,43,NA,24,NA,Mixed,2654,184,6.93E-02,NG,13,2555,0.005088063,genital fluid,culture,75.7,100,0.007242692,0.001931865,0.003889369,0.011465699,13.95370537,1926.591017
#23067,Msuya 2009,NA,June,2002,March,2004,2009,2003,Tanzania,EA,EA,Urban,Moshi,Cohort,Consecutive,Female,ANC attendees,Pregnant women in their third trimester,Adult,Y,14 to 43,14,43,NA,24,NA,Mixed,2654,184,6.93E-02,TV,129,2555,0.050489237,genital fluid,WM,52,100,0.097789289,0.008282264,0.082397841,0.114647544,125.7744439,1286.178119
#25839,Ebhodaghe 2017,NA,November,2014,April,2016,2017,2015,Nigeria,WA,WA,Mixed,"Akure and Ifedore, Ondo State",Cross sectional,Convenience,Female,ANC attendees,Pregnant women who attended the antenatal clinics of selected study centres,Adult,Y,19 to 43,19,43,29.05,NA,NA,HIV negative,126,0,0,CT,4,126,0.031746032,genital fluid,ELISA,65,100,0.059994261,0.026677874,0.019582173,0.122764696,4.753872194,79.23878208
#25839,Ebhodaghe 2017,NA,November,2014,April,2016,2017,2015,Nigeria,WA,WA,Mixed,"Akure and Ifedore, Ondo State",Cross sectional,Convenience,Female,ANC attendees,Pregnant women who attended the antenatal clinics of selected study centres,Adult,Y,19 to 43,19,43,29.05,NA,NA,HIV negative,126,0,0,NG,2,126,0.015873016,genital fluid,culture,75.7,100,0.030708696,0.017679887,0.005979271,0.074586772,2.924274137,95.22625569
#25839,Ebhodaghe 2017,NA,November,2014,April,2016,2017,2015,Nigeria,WA,WA,Mixed,"Akure and Ifedore, Ondo State",Cross sectional,Convenience,Female,ANC attendees,Pregnant women who attended the antenatal clinics of selected study centres,Adult,Y,19 to 43,19,43,29.05,NA,NA,HIV negative,126,0,0,TV,4,126,0.031746032,genital fluid,WM,52,100,0.075066047,0.032772501,0.02481231,0.152356515,4.852646267,64.64502228
#23844,van de Wijgert 2009,Hormonal Contraception and the Risk of HIV Acquisition (HC-HIV),November,1999,January,2004,2009,2002,Uganda,EA,EA,Urban,Kampala,Cohort,Convenience,Female,FP attendees,"Women seeking reproductive and general healthcare services from familt planning clinics and mother-child clinics, and smaller high risk group (~10% of sample) from STI or primary healthcare clinics (women with STI symptoms), sex worker networks, or military bases.",Adult,Y,18 to 35,18,35,25,NA,NA,HIV negative,2199,0,0,CT,64,2199,0.029,genital fluid,NAAT,88.6,99.6,0.028988217,0.004134464,0.021369596,0.037482875,47.73414933,1646.67419
#23844,van de Wijgert 2009,Hormonal Contraception and the Risk of HIV Acquisition (HC-HIV),November,1999,January,2004,2009,2002,Uganda,EA,EA,Urban,Kampala,Cohort,Convenience,Female,FP attendees,"Women seeking reproductive and general healthcare services from familt planning clinics and mother-child clinics, and smaller high risk group (~10% of sample) from STI or primary healthcare clinics (women with STI symptoms), sex worker networks, or military bases.",Adult,Y,18 to 35,18,35,25,NA,NA,HIV negative,2199,0,0,NG,40,2199,0.018,genital fluid,NAAT,93.3,99.2,0.011488906,0.003031736,0.005920165,0.017762529,14.19567866,1235.598839
#23844,van de Wijgert 2009,Hormonal Contraception and the Risk of HIV Acquisition (HC-HIV),November,1999,January,2004,2009,2002,Uganda,EA,EA,Urban,Kampala,Cohort,Convenience,Female,FP attendees,"Women seeking reproductive and general healthcare services from familt planning clinics and mother-child clinics, and smaller high risk group (~10% of sample) from STI or primary healthcare clinics (women with STI symptoms), sex worker networks, or military bases.",Adult,Y,18 to 35,18,35,25,NA,NA,HIV negative,2199,0,0,TV,57,2199,0.026,genital fluid,WM,52,100,0.050607264,0.006595433,0.038694199,0.06426824,55.89655426,1104.516416
#23844,van de Wijgert 2009,Hormonal Contraception and the Risk of HIV Acquisition (HC-HIV),November,1999,January,2004,2009,2002,Zimbabwe,EA,EA,Urban and peri-urban,Harare and Chitungwiza,Cohort,Convenience,Female,FP attendees,Women seeking reproductive and general healthcare services from family planning clinics and mother-child clinics,Adult,Y,18 to 35,18,35,26,NA,NA,HIV negative,2240,0,0,CT,67,2240,0.03,genital fluid,NAAT,88.6,99.6,0.029911732,0.004036281,0.02272134,0.03805248,53.27600233,1781.107247
#23844,van de Wijgert 2009,Hormonal Contraception and the Risk of HIV Acquisition (HC-HIV),November,1999,January,2004,2009,2002,Zimbabwe,EA,EA,Urban and peri-urban,Harare and Chitungwiza,Cohort,Convenience,Female,FP attendees,Women seeking reproductive and general healthcare services from family planning clinics and mother-child clinics,Adult,Y,18 to 35,18,35,26,NA,NA,HIV negative,2240,0,0,NG,49,2240,0.022,genital fluid,NAAT,93.3,99.2,0.015527023,0.00328611,0.009508526,0.022174179,21.97940483,1415.558176
#23844,van de Wijgert 2009,Hormonal Contraception and the Risk of HIV Acquisition (HC-HIV),November,1999,January,2004,2009,2002,Zimbabwe,EA,EA,Urban and peri-urban,Harare and Chitungwiza,Cohort,Convenience,Female,FP attendees,Women seeking reproductive and general healthcare services from family planning clinics and mother-child clinics,Adult,Y,18 to 35,18,35,26,NA,NA,HIV negative,2240,0,0,TV,92,2240,0.041,genital fluid,WM,52,100,0.079677474,0.008114145,0.064762714,0.096326315,88.74126935,1113.756063
#22619,Kleppa 2015,NA,NR,2010,NR,2012,2015,2011,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Convenience,Female,Students,Sexually active women in final years of high school,Adult,Y,15 to 31,15,31,19.1,NA,NA,Mixed,572,159,0.277972028,CT,144,569,0.253075571,genital fluid,NAAT,88.6,99.6,0.283490118,0.020965727,0.242864133,0.326264964,131.0020725,462.104547
#22619,Kleppa 2015,NA,NR,2010,NR,2012,2015,2011,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Convenience,Female,Students,Sexually active women in final years of high school,Adult,Y,15 to 31,15,31,19.1,NA,NA,Mixed,572,159,0.277972028,NG,108,568,0.190140845,genital fluid,NAAT,93.3,99.2,0.197991579,0.017893639,0.164526203,0.233604932,98.19175988,495.9390723
#22619,Kleppa 2015,NA,NR,2010,NR,2012,2015,2011,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Convenience,Female,Students,Sexually active women in final years of high school,Adult,Y,15 to 31,15,31,19.1,NA,NA,Mixed,572,159,0.277972028,TV,127,594,0.213804714,genital fluid,NAAT,95,98,0.209394424,0.017636337,0.175883655,0.245982897,111.4482732,532.2408842
#32533,Bailey 2007,MMC Trial 1,February,2002,September,2005,2007,2003,Kenya,EA,EA,Urban,Kisumu,RCT,Convenience,Male,HIV/STI prevention trial participants,Uncircumcised men recruited from community and public/private clinics,Youth,Y,18 to 24,18,24,NA,20,19-22,HIV negative,2784,0,0,CT,128,2753,0.05,urine,NAAT,87.8,99.3,0.045734787,0.004547032,0.037260349,0.055117448,96.53981321,2110.861771
#32533,Bailey 2007,MMC Trial 1,February,2002,September,2005,2007,2003,Kenya,EA,EA,Urban,Kisumu,RCT,Convenience,Male,HIV/STI prevention trial participants,Uncircumcised men recruited from community and public/private clinics,Youth,Y,18 to 24,18,24,NA,20,19-22,HIV negative,2784,0,0,NG,57,2754,0.02,urine,NAAT,80.9,99.9,0.024767122,0.003417378,0.018490321,0.031774299,51.22398117,2068.225006
#32533,Bailey 2007,MMC Trial 1,February,2002,September,2005,2007,2003,Kenya,EA,EA,Urban,Kisumu,RCT,Convenience,Male,HIV/STI prevention trial participants,Uncircumcised men recruited from community and public/private clinics,Youth,Y,18 to 24,18,24,NA,20,19-22,HIV negative,2784,0,0,TV,58,2759,0.02,urine,culture,87.6,100,0.024423554,0.003128906,0.018683669,0.030964531,59.44208078,2433.801467
#23630,Shukla 2023,NA,NR,2011,NR,2013,2023,2012,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Convenience,Female,Students,"Sexually active, school-attending women from randomly selected secondary schools",Youth,Y,16 to 22,16,22,18.7,NA,NA,Mixed,NA,NA,NR,CT,181,638,0.284,genital fluid,NAAT,88.6,99.6,0.317950161,0.019977772,0.278926277,0.357316984,172.7587684,543.3517246
#23630,Shukla 2023,NA,NR,2011,NR,2013,2023,2012,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Convenience,Female,Students,"Sexually active, school-attending women from randomly selected secondary schools",Youth,Y,16 to 22,16,22,18.7,NA,NA,Mixed,NA,NA,NR,NG,76,638,0.119,genital fluid,NAAT,93.3,99.2,0.121476518,0.013890439,0.096354455,0.149405222,67.19022727,553.1128853
#23630,Shukla 2023,NA,NR,2011,NR,2013,2023,2012,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Convenience,Female,Students,"Sexually active, school-attending women from randomly selected secondary schools",Youth,Y,16 to 22,16,22,18.7,NA,NA,Mixed,NA,NA,NR,TV,113,632,0.181,genital fluid,NAAT,95,98,0.171663775,0.016443075,0.140590468,0.205309771,90.28132238,525.9194732
#23401,Price 2024,NA,January,2018,August,2019,2024,2018,South Africa,SA,SA,Urban,"Rustenberg, North West",Cross sectional,Convenience,Female,Community members,"HIV-negative, non-pregnant female and male adolescents recruited from community",Youth,Y,12 to 19,12,19,NA,18,14-18,HIV negative,78,0,0,CT,18,78,0.231,genital fluid,NAAT,88.6,99.6,0.265006638,0.052756667,0.168145699,0.377030977,18.54565712,69.9818589
#23401,Price 2024,NA,January,2018,August,2019,2024,2018,South Africa,SA,SA,Urban,"Rustenberg, North West",Cross sectional,Convenience,Female,Community members,"HIV-negative, non-pregnant female and male adolescents recruited from community",Youth,Y,12 to 19,12,19,NA,18,14-18,HIV negative,78,0,0,NG,5,78,0.064,genital fluid,NAAT,93.3,99.2,0.071708094,0.031489981,0.021495663,0.143109251,4.813667998,67.12865639
#23401,Price 2024,NA,January,2018,August,2019,2024,2018,South Africa,SA,SA,Urban,"Rustenberg, North West",Cross sectional,Convenience,Male,Community members,"HIV-negative, non-pregnant female and male adolescents recruited from community",Youth,Y,12 to 19,12,19,NA,16,14-19,HIV negative,41,0,0,CT,4,41,0.098,urine,NAAT,87.8,99.3,0.124029169,0.054665892,0.03646174,0.24742474,4.509251283,36.35637748
#23401,Price 2024,NA,January,2018,August,2019,2024,2018,South Africa,SA,SA,Urban,"Rustenberg, North West",Cross sectional,Convenience,Male,Community members,"HIV-negative, non-pregnant female and male adolescents recruited from community",Youth,Y,12 to 19,12,19,NA,16,14-19,HIV negative,41,0,0,NG,1,41,0.024,urine,NAAT,80.9,99.9,0.056395524,0.039222518,0.006844596,0.155644071,1.950780132,34.59104518
#21532,Apea-Kubi 2004,Apea,November,2000,December,2001,2004,2001,Ghana,WA,WA,Urban,Accra,Cross sectional,NR,Female,ANC attendees,Pregnant women newly registered for ANC,Adult,Y,16+,16,NR,29.6,NA,NA,Mixed,NA,NA,NR,CT,9,261,0.034482759,genital fluid,NAAT,88.6,99.6,0.03858073,0.01343221,0.016259394,0.06753245,7.931562766,205.5835344
#21532,Apea-Kubi 2004,Apea,November,2000,December,2001,2004,2001,Ghana,WA,WA,Urban,Accra,Cross sectional,NR,Female,ANC attendees,Pregnant women newly registered for ANC,Adult,Y,16+,16,NR,29.6,NA,NA,Mixed,NA,NA,NR,NG,1,261,0.003831418,genital fluid,NAAT,93.3,99.2,0.005362461,0.004969042,0.000180985,0.018563565,1.15837109,216.0148477
#32490,Apea-Kubi 2005,Apea,November,2001,December,2002,2005,2002,Ghana,WA,WA,Urban,Accra,Cross sectional,NR,Female,ANC attendees,Pregnant women newly registered for ANC,Adult,Y,16+,16,NR,29.6,NA,NA,Mixed,NA,NA,NR,TV,10,294,0.034,genital fluid,WM,52,100,0.071614394,0.021846707,0.034310618,0.120792837,9.976014138,139.3018025
#22590,Kiene 2017,NA,April,2010,October,2011,2017,2011,Uganda,EA,EA,Rural,Butambala,Cross sectional,Convenience,Female,PHC/OPD attendees,Attendees of hospital outpatient for HIV counselling and testing,Adult,Y,18+,18,NR,32.21,NA,NA,Mixed,165,21,0.127,CT,4,165,0.025,urine,NAAT,87,99.8,0.032222087,0.015024135,0.009495287,0.067092208,4.451476276,138.149843
#22590,Kiene 2017,NA,April,2010,October,2011,2017,2011,Uganda,EA,EA,Rural,Butambala,Cross sectional,Convenience,Female,PHC/OPD attendees,Attendees of hospital outpatient for HIV counselling and testing,Adult,Y,18+,18,NR,32.21,NA,NA,Mixed,165,21,0.127,NG,6,165,0.037,urine,NAAT,91.6,100,0.046077355,0.016636622,0.018849203,0.082629703,7.317419461,158.8072826
#22590,Kiene 2017,NA,April,2010,October,2011,2017,2011,Uganda,EA,EA,Rural,Butambala,Cross sectional,Convenience,Male,PHC/OPD attendees,Attendees of hospital outpatient for HIV counselling and testing,Adult,Y,18+,18,NR,34.93,NA,NA,Mixed,160,11,6.90E-02,CT,3,160,0.019,urine,NAAT,87.8,99.3,0.021004026,0.013620839,0.001813656,0.054199412,2.327974664,110.8346895
#22590,Kiene 2017,NA,April,2010,October,2011,2017,2011,Uganda,EA,EA,Rural,Butambala,Cross sectional,Convenience,Male,PHC/OPD attendees,Attendees of hospital outpatient for HIV counselling and testing,Adult,Y,18+,18,NR,34.93,NA,NA,Mixed,160,11,6.90E-02,NG,3,160,0.019,urine,NAAT,80.9,99.9,0.028819054,0.015286748,0.006192178,0.065029511,3.451671233,119.7704538
#32462,Kengne 2010,NA,NR,NR,NR,NR,2010,2007,Cote d'Ivoire,WA,WA,Urban,Institut Pasteur,Cross sectional,NR,Female,ANC attendees,Pregnant women at the Instiut Pasteur,Adult,Y,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,CT,25,200,0.125,genital fluid,ELISA,65,100,0.19854649,0.035476056,0.135872384,0.274365171,25.10337461,126.4357515
#32462,Kengne 2010,NA,NR,NR,NR,NR,2010,2007,Cote d'Ivoire,WA,WA,Urban,Institut Pasteur,Cross sectional,NR,Female,ANC attendees,Pregnant women at the Instiut Pasteur,Adult,Y,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,NG,4,200,0.02,genital fluid,culture,75.7,100,0.032884457,0.014126334,0.01103537,0.06434744,5.240838431,159.3712909
#32462,Kengne 2010,NA,NR,NR,NR,NR,2010,2007,Cote d'Ivoire,WA,WA,Urban,Institut Pasteur,Cross sectional,NR,Female,ANC attendees,Pregnant women at the Instiut Pasteur,Adult,Y,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,TV,40,200,0.2,genital fluid,NAAT,95,98,0.19654146,0.031255853,0.138680697,0.260499533,31.76940798,161.6422709
#23255,Ogilvie 2013,NA,September,2011,October,2011,2013,2011,Uganda,EA,EA,Urban,"Kisenyi, Kampala",Cross sectional,Consecutive,Female,Community members,"Women approached from community, their homes, places of community gathering",Adult,N,26 to 69,26,69,NA,37,32-46,Mixed,199,19,9.55E-02,CT,27,199,0.136,genital fluid,NAAT,88.6,99.6,0.152470567,0.027200119,0.104102606,0.21066568,26.63086065,174.662305
#23255,Ogilvie 2013,NA,September,2011,October,2011,2013,2011,Uganda,EA,EA,Urban,"Kisenyi, Kampala",Cross sectional,Consecutive,Female,Community members,"Women approached from community, their homes, places of community gathering",Adult,N,26 to 69,26,69,NA,37,32-46,Mixed,199,19,9.55E-02,NG,3,199,0.015,genital fluid,NAAT,93.3,99.2,0.014119103,0.009882958,0.001109746,0.038654686,2.012170184,142.5140271
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,ANC attendees,Women attending the antenatal clinic,Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,NG,1,102,0.0098,genital fluid,culture,75.7,100,0.025566848,0.01772306,0.00287552,0.069263025,2.02781816,79.31435849
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,ANC attendees,Women attending the antenatal clinic,Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,TV,5,102,0.049,genital fluid,WM,52,100,0.111161718,0.04441981,0.040892748,0.21185205,5.566469773,50.07542071
#31143,Wokem 2015,NA,NR,2014,NR,2014,2015,2014,Nigeria,WA,WA,Urban,Port Harcourt,Cross sectional,Convenience,Female,ANC attendees,Pregnant women attending two hospitals,Adult,N,11 to 60,11,60,NA,NA,NA,Mixed,NA,NA,NR,TV,14,100,0.14,genital fluid,WM,52,100,0.282637107,0.065825013,0.165854079,0.421637641,13.22559942,46.79357066
#25518,Alexander 2018,NA,NR,2015,NR,2015,2018,2015,Nigeria,WA,WA,Urban,"Ifako Ijaiye, Agege,Shomolu",Cross sectional,Random,Female,ANC attendees,pregnant women attending ANC,Adult,Y,15 to 60,15,60,NA,NA,NA,Mixed,NA,NA,NR,TV,34,300,0.113,genital fluid,WM,52,100,0.222158253,0.035017359,0.158560338,0.293095962,31.30757152,140.9246388
#31154,Samuel 2015,NA,NR,NR,NR,NR,2015,2012,Nigeria,WA,WA,Urban,"Ilorin, Kwara State",Cross sectional,Random,Female,ANC attendees,Pregnant women attending ANC in 5 health facilities,Adult,Y,21 to 50,21,50,NA,NA,NA,Mixed,NA,NA,NR,TV,50,250,0.2,genital fluid,culture and WM,52,100,0.389109413,0.048384212,0.299673302,0.489694572,39.50932074,101.537818
#25314,Ukatu 2019,NA,April,NR,September,NR,2019,2016,Nigeria,WA,WA,Urban,Sokoto metropolis,Cross sectional,Consecutive,Female,ANC attendees,Pregnant women attending routine ANC,Adult,Y,18 to 45,18,45,NA,NA,NA,Mixed,NA,NA,NR,TV,17,100,0.17,genital fluid or urine,WM,52,100,0.337856002,0.072495019,0.204250845,0.491618389,14.38134113,42.56648113
#21877,Crucitti 2010,NA,NR,NR,NR,NR,2010,2007,Zambia,EA,EA,Urban,Ndola,Cross sectional,Convenience,Female,ANC attendees,Pregnant women attending ANC,Adult,Y,15 to 42,15,42,NA,NA,NA,Mixed,NA,NA,NR,TV,99,307,0.322,genital fluid,NAAT,95,98,0.326116047,0.029324895,0.270714115,0.38327002,83.34058353,255.5549909
#22617,Kleinschmidt 2007,NA,August,1999,May,2001,2007,2000,South Africa,SA,SA,Peri-urban,Orange Farm,Cohort,NR,Female,FP attendees,Women attending famliy planning who were sexually active in past 3 months,Adult,Y,18 to 40,18,40,27.7,NA,NA,HIV negative,554,0,0,NG,21,539,0.039,urine,NAAT,91.6,100,0.044127082,0.009316821,0.027704414,0.06437129,21.442483,485.9256997
#22617,Kleinschmidt 2007,NA,August,1999,May,2001,2007,2000,South Africa,SA,SA,Peri-urban,Orange Farm,Cohort,NR,Female,FP attendees,Women attending famliy planning who were sexually active in past 3 months,Adult,Y,18 to 40,18,40,27.7,NA,NA,HIV negative,554,0,0,TV,41,545,0.075,genital fluid,culture,68.8,100,0.111334632,0.01633547,0.080950867,0.145203683,41.27960646,370.770583
#26665,Thigpen 2012,"TDF-1, TDF-2",February,2007,October,2009,2012,2008,Botswana,SA,SA,Urban,Francistown and Gabarone,RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-seronegative, sexually active adults, recuruited from community venues",Adult,Y,18 to 39,18,39,NA,NA,NA,HIV negative,557,0,0,TV,33,504,0.0655,genital fluid,culture and WM,52,100,0.129071125,0.021121774,0.090972376,0.171883948,32.52221363,251.9712572
#26665,Thigpen 2012,"TDF-1, TDF-2",February,2007,October,2009,2012,2008,Botswana,SA,SA,Urban,Francistown and Gabarone,RCT,Convenience,Both sexes,HIV/STI prevention trial participants,"HIV-seronegative, sexually active adults, recuruited from community venues",Adult,Y,18 to 39,18,39,NA,NA,NA,HIV negative,1219,0,0,CT,97,1144,0.085,"genital fluid (women), urine (men)",NAAT,88.2,99.45,0.091334278,0.00951827,0.073476229,0.110183421,83.66728763,916.0557191
#26665,Thigpen 2012,"TDF-1, TDF-2",February,2007,October,2009,2012,2008,Botswana,SA,SA,Urban,Francistown and Gabarone,RCT,Convenience,Both sexes,HIV/STI prevention trial participants,"HIV-seronegative, sexually active adults, recuruited from community venues",Adult,Y,18 to 39,18,39,NA,NA,NA,HIV negative,1219,0,0,NG,24,1143,0.021,"genital fluid (women), urine (men)",NAAT,87.1,99.55,0.020007926,0.004959441,0.011427694,0.030525896,15.95002134,797.1851563
#21922,De Jongh 2010,NA,NR,NR,NR,NR,2010,2007,South Africa,SA,SA,Peri-urban,Pretoria,Cross sectional,NR,Female,GYN attendees,Women presenting for termination of pregnancy,Adult,Y,13 to 41,13,41,27,NA,NA,Mixed,NA,NA,NR,CT,28,200,0.14,genital fluid,NAAT,88.6,99.6,0.158177632,0.027625872,0.107703772,0.213217679,27.59806407,174.4751378
#21922,De Jongh 2010,NA,NR,NR,NR,NR,2010,2007,South Africa,SA,SA,Peri-urban,Pretoria,Cross sectional,NR,Female,GYN attendees,Women presenting for termination of pregnancy,Adult,Y,13 to 41,13,41,27,NA,NA,Mixed,NA,NA,NR,NG,9,200,0.045,genital fluid,NAAT,93.3,99.2,0.045054881,0.016367546,0.017508175,0.081123713,7.235940423,160.6028094
#21922,De Jongh 2010,NA,NR,NR,NR,NR,2010,2007,South Africa,SA,SA,Peri-urban,Pretoria,Cross sectional,NR,Female,GYN attendees,Women presenting for termination of pregnancy,Adult,Y,13 to 41,13,41,27,NA,NA,Mixed,NA,NA,NR,TV,25,200,0.125,genital fluid,NAAT,95,98,0.116951268,0.025172336,0.071000928,0.170421373,19.06107932,162.9830931
#25517,Kashibu 2018,NA,July,2017,September,2017,2018,2017,Nigeria,WA,WA,Urban,"Jalingo, Taraba State",Cross sectional,Consecutive,Female,ANC attendees,Pregnant women attending first ANC,Adult,Y,15 to 39,15,39,27,NA,NA,Mixed,NA,NA,NR,TV,4,90,0.044,genital fluid,WM,52,100,0.104732803,0.044195862,0.035187746,0.209503383,5.027532888,48.0034213
#23134,Nakubulwa 2015,NA,June,2013,November,2013,2015,2013,Uganda,EA,EA,Urban,Kampala,Case control,Consecutive,Female,ANC attendees,women >= 28 weeks gestation,Adult,Y,18+,18,NR,NA,NA,NA,Mixed,174,24,0.138,CT,6,174,0.034482759,genital fluid,rapid antigen test,56,99,0.054003365,0.027859734,0.011453862,0.117372176,3.554490102,65.81978899
#23134,Nakubulwa 2015,NA,June,2013,November,2013,2015,2013,Uganda,EA,EA,Urban,Kampala,Case control,Consecutive,Female,ANC attendees,women >= 28 weeks gestation,Adult,Y,18+,18,NR,NA,NA,NA,Mixed,174,24,0.138,TV,25,174,0.143678161,genital fluid,NAAT and WM,52,100,0.28304378,0.051036888,0.188986381,0.388147863,22.05116324,77.90725255
#22243,Gray 2009,MMC Trial 2,NR,2004,December,2006,2009,2005,Uganda,EA,EA,Rural,Rakai,RCT,Convenience,Female,Community members,"Women married to men participating as uncircumcised controls in MMC trial, one year after trial enrolment",Adult,Y,15 to 49,15,49,NA,NA,NA,HIV negative,402,0,0,TV,45,402,0.112,genital fluid,culture,68.8,100,0.165379279,0.022683413,0.123586631,0.211743296,44.36439247,268.2584703
#23358,Peters 2014,NA,November,2011,February,2012,2014,2011,South Africa,SA,SA,Rural,"Mopani District, Limpopo Province",Cross sectional,Consecutive,Female,PHC/OPD attendees,"Women sexually active during the last 6 months, regardless of reason for visiting PHC",Adult,Y,18 to 49,18,49,NA,30,NA,Mixed,461,187,0.41,CT,100,603,0.16,genital fluid,NAAT,88.6,99.6,0.184482729,0.0176143,0.150506874,0.220288893,89.45689066,484.906587
#23358,Peters 2014,NA,November,2011,February,2012,2014,2011,South Africa,SA,SA,Rural,"Mopani District, Limpopo Province",Cross sectional,Consecutive,Female,PHC/OPD attendees,"Women sexually active during the last 6 months, regardless of reason for visiting PHC",Adult,Y,18 to 49,18,49,NA,30,NA,Mixed,461,187,0.41,NG,60,603,0.1,genital fluid,NAAT,93.3,99.2,0.100315297,0.013448407,0.076045521,0.128302102,50.05909635,499.0175761
#21956,Dessai 2020,NA,November,2017,June,2018,2020,2018,South Africa,SA,SA,Urban,Durban,Cross sectional,Convenience,Female,ANC attendees,Women presenting for ANC,Adult,Y,18 to 43,18,43,28.5,28,24-33,Mixed,142,59,0.415492958,TV,28,271,0.103321033,genital fluid,NAAT,95,98,0.092704178,0.019766691,0.056741135,0.134689799,19.95627883,215.2683859
#23846,van de Wijgert 2006,NA,January,2002,August,2002,2006,2002,South Africa,SA,SA,Peri-urban,"Gugulethu, Cape Town",Cross sectional,Convenience,Female,PHC/OPD attendees,"Sexually active, non-pregnant attendees of community health centre for reasons other than to seek care for an STI or vaginal infection",Adult,N,18 to 69,18,69,30.6,NA,NA,Mixed,NA,NA,NR,CT,28,300,0.092,genital fluid,NAAT,88.6,99.6,0.10450551,0.019335443,0.069219762,0.144850376,26.15971713,250.3190225
