cov_id,study_id,study_name,month_start,year_start,month_end,year_end,year_publish,year_mid,country,region_actual,region_analysis,urban_rural,location,study_design,study_sample,sex,population,population_detail,symptomatic,symptomatic_prop,never_sex,never_sex_prop,age_group,reproductive_age,age_range,age_min,age_max,age_mean,age_median,age_iqr,hiv_status,hiv_tested,hiv_positive,hiv_prevalence,sti,denom,num,prevalence,specimen,specimencat,test,testcat,sens,spec,adj_prev,adj_se,adj_prev_lwr,adj_prev_upr,adj_denom,adj_num,notes,search_v
#26567,Downs 2012,NA,January,2010,August,2011,2012,2010,Tanzania,EA,EA,Rural,Lake Victoria,Cross sectional,Consecutive,Female,PHC/OPD attendees,"Women seeking routine pre-natal, post-natal, or pediatric care for themselves or newborn children",Include,NR,Exclude,0,Adult,Y,18 to 50,18,50,NA,30,24-36,Mixed,345,21,6.0869565217391307E-2,NG,345,1,0.002898551,endocerviocal swab,genital fluid,AMPLICOR CT/NG Test,NAAT,93.3,99.2,0.003894572,0.003585004,0.000136572,0.013251909,301.8461696,1.175561551,NA,2
#25839,Ebhodaghe 2017,NA,November,2014,April,2016,2017,2015,Nigeria,WA,WA,Mixed,"Akure and Ifedore, Ondo State",Cross sectional,Convenience,Female,ANC attendees,Pregnant women who attended the antenatal clinics of selected study centres,Include,NR,Exclude,0,Adult,Y,19 to 43,19,43,29.05,NA,NA,HIV negative,126,0,0,CT,126,4,0.031746032,HVS,genital fluid,enzyme immunosorbent assay (ABON),ELISA,65,100,0.060246089,0.026215921,0.020417971,0.120171637,82.3782861,4.962969582,NA,2
#25839,Ebhodaghe 2017,NA,November,2014,April,2016,2017,2015,Nigeria,WA,WA,Mixed,"Akure and Ifedore, Ondo State",Cross sectional,Convenience,Female,ANC attendees,Pregnant women who attended the antenatal clinics of selected study centres,Include,NR,Exclude,0,Adult,Y,19 to 43,19,43,29.05,NA,NA,HIV negative,126,0,0,CT,126,4,0.031746032,HVS,genital fluid,enzyme immunosorbent assay (ABON),ELISA,65,100,0.0602999,0.026078778,0.018883636,0.120820267,83.3165699,5.023980792,NA,2
#25839,Ebhodaghe 2017,NA,November,2014,April,2016,2017,2015,Nigeria,WA,WA,Mixed,"Akure and Ifedore, Ondo State",Cross sectional,Convenience,Female,ANC attendees,Pregnant women who attended the antenatal clinics of selected study centres,Include,NR,Exclude,0,Adult,Y,19 to 43,19,43,29.05,NA,NA,HIV negative,126,0,0,NG,126,2,0.015873016,HVS,genital fluid,Cultured on protease peptone agar,culture,75.7,100,0.030722134,0.017948759,0.006259189,0.07395609,92.43380317,2.839763649,NA,2
#25839,Ebhodaghe 2017,NA,November,2014,April,2016,2017,2015,Nigeria,WA,WA,Mixed,"Akure and Ifedore, Ondo State",Cross sectional,Convenience,Female,ANC attendees,Pregnant women who attended the antenatal clinics of selected study centres,Include,NR,Exclude,0,Adult,Y,19 to 43,19,43,29.05,NA,NA,HIV negative,126,0,0,TV,126,4,0.031746032,HVS,genital fluid,wet mount,WM,52,100,0.075718797,0.034399811,0.02335567,0.157454405,59.1419604,4.478158068,NA,2
#22061,Enwuru 2024,NA,April,2019,September,2020,2024,2020,Nigeria,WA,WA,Urban,Lagos,Cross sectional,Consecutive,Female,ANC attendees,Pregnant women attending ANC,Include,0.20699999999999999,Exclude,0,Adult,Y,15+,15,NR,28.11,NA,NA,HIV negative,232,0,0,TV,232,48,0.206896552,high vaginal swab,genital fluid,wet mount,WM,52,100,0.403775878,0.051510506,0.306944877,0.507242894,90.73154094,36.63520763,NA,2
#32522,Eshete 2013,NA,December,2011,May,2012,2013,2012,Ethiopia,EA,EA,Mixed,Jimma Town,Cross sectional,NR,Female,ANC attendees,ANC,NA,NA,Exclude,0,Adult,Y,15 to 36,15,36,24.4,NA,NA,Mixed,NA,NA,NR,TV,361,18,0.049861496,genital specimen,genital fluid,Culture,culture,68.8,100,0.075739427,0.017054135,0.045762978,0.114026515,240.6894421,18.22968052,NA,1
#26123,Etuketu 2015,NA,June,2013,July,2013,2015,2013,Nigeria,WA,WA,Urban,"Abeokutu, Ogun State",Cross sectional,Random,Female,ANC attendees,ANC at hospital,NA,NA,Exclude,0,Adult,Y,15 to 44,35,44,NA,NA,NA,Mixed,NA,NA,NR,TV,300,31,0.103333333,genital specimen,genital fluid,MWM,WM,52,100,0.203303289,0.034571212,0.141275436,0.274376884,135.5215092,27.55196854,NA,1
#30264,Eyong 2023,NA,February,2022,July,2022,2023,2022,Cameroon,CA,CA,Mixed,North-West Region,Cross sectional,Random,Female,PHC/OPD attendees,Patients randomly selected among hospital attendees,NA,NA,NA,NA,Adult,Y,17 to 53,17,53,NA,NA,NA,Mixed,NA,NA,NR,TV,258,51,0.198,vaginal swab,genital fluid,wet mount with 10% Giemsa stain,WM,52,100,0.3849954,0.047936172,0.297522961,0.483813926,103.0403196,39.6700491,NA,1
#22069,Ezeanya 2019,NA,NR,NR,NR,NR,2019,2016,Nigeria,WA,WA,Urban,Benin City,Cross sectional,Random,Female,Students,"Apparently healthy, non-menstruating female students",Exclude,0,NR,NR,Adult,Y,15 to 39,15,39,26.2,NA,NA,Mixed,NA,NA,NR,CT,133,13,0.097,endocervical swab,genital fluid,DNA assay,NAAT,88.6,99.6,0.113000558,0.029193688,0.061341495,0.176315979,117.6050611,13.2894375,NA,2
#22069,Ezeanya 2019,NA,NR,NR,NR,NR,2019,2016,Nigeria,WA,WA,Urban,Benin City,Cross sectional,Random,Female,Students,"Apparently healthy, non-menstruating female students",Exclude,0,NR,NR,Adult,Y,15 to 39,15,39,26.2,NA,NA,Mixed,NA,NA,NR,TV,133,94,0.71,endocervical swab,genital fluid,DNA assay,NAAT,95,98,0.734828483,0.042522716,0.646300575,0.815984452,107.7632944,79.1875382,NA,2
#25593,Fayemiwo 2018,NA,March,2006,December,2006,2018,2006,Nigeria,WA,WA,Urban,Ibadan,Cross sectional,Consecutive,Female,FP attendees,"Child-bearing age women using different types of hormonal contraceptive methods and attending the family planning clinic, University College Hospital",Include,0.44827586206896552,Exclude,0,Adult,Y,19 to 54,19,54,28.7,NA,NA,Mixed,116,14,0.121,CT,116,9,0.078,endocervical swab,genital fluid,QuickView Chlamydia Test Kits,rapid antigen test,56,99,0.136199694,0.046094711,0.057485242,0.236408588,55.37162788,7.541598778,NA,2
#25593,Fayemiwo 2018,NA,March,2006,December,2006,2018,2006,Nigeria,WA,WA,Urban,Ibadan,Cross sectional,Consecutive,Female,FP attendees,"Child-bearing age women using different types of hormonal contraceptive methods and attending the family planning clinic, University College Hospital",Include,0.44827586206896552,Exclude,0,Adult,Y,19 to 54,19,54,28.7,NA,NA,Mixed,116,14,0.121,NG,116,3,0.026,endocervical swab,genital fluid,culture,culture,75.7,100,0.044852849,0.022204233,0.012391562,0.096733262,86.89379625,3.897434354,NA,2
#25593,Fayemiwo 2018,NA,March,2006,December,2006,2018,2006,Nigeria,WA,WA,Urban,Ibadan,Cross sectional,Consecutive,Female,FP attendees,"Child-bearing age women using different types of hormonal contraceptive methods and attending the family planning clinic, University College Hospital",Include,0.44827586206896552,Exclude,0,Adult,Y,19 to 54,19,54,28.7,NA,NA,Mixed,116,14,0.121,TV,116,12,0.103,HVS,genital fluid,wet mount,WM,52,100,0.211759546,0.055346461,0.116945756,0.332103418,54.49065153,11.53891561,NA,2
#32523,Franceschi 2016,F,April,2013,May,2014,2016,2014,Rwanda,EA,EA,Urban,"Nyarugenge, Kigali",Cross sectional,Convenience,Female,Students,Secondary school students,Include,NR,Include,0.79,Youth,Y,18 to 20,18,20,NA,NA,NA,Mixed,NA,NA,NR,CT,912,20,0.021929825,urine,urine,PCR,NAAT,87,99.8,0.024264978,0.005866395,0.014102728,0.037097778,687.9695558,16.69356595,prevalence depended by sexual history - 6.3% in women who reported sexual intercourse and 1.1% in those who didn't (data not shown),1
#22123,Francis 2018,NA,October,2016,January,2017,2018,2017,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Random,Female,Population-representative survey participants,random sample of HDSS area; issue with enrollment rates - but are above 60%,NA,NA,NA,NA,Youth,Y,15 to 24,15,24,NA,NA,NA,Mixed,148,29,0.19600000000000001,CT,259,29,0.111969112,genital specimen,genital fluid,PCR:  lightmix kit,NAAT,88.6,99.6,0.125979438,0.022241757,0.085972517,0.172296935,222.5784652,28.04031003,NA,1
#22123,Francis 2018,NA,October,2016,January,2017,2018,2017,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Random,Female,Population-representative survey participants,random sample of HDSS area; issue with enrollment rates - but are above 60%,NA,NA,NA,NA,Youth,Y,15 to 24,15,24,NA,NA,NA,Mixed,148,29,0.19600000000000001,NG,259,5,0.019305019,genital specime,genital fluid,PCR:  lightmix kit & confirmed by GeneXpert,NAAT,93.3,99.2,0.01639118,0.009779866,0.001262359,0.038398609,168.5647937,2.762975954,NA,1
#22123,Francis 2018,NA,October,2016,January,2017,2018,2017,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Random,Female,Population-representative survey participants,random sample of HDSS area; issue with enrollment rates - but are above 60%,NA,NA,NA,NA,Youth,Y,15 to 24,15,24,NA,NA,NA,Mixed,148,29,0.19600000000000001,TV,259,12,0.046332046,genital specimen,genital fluid,PCR (lightmix kit),NAAT,95,98,0.032071276,0.014728093,0.007795307,0.064052984,143.108876,4.58968427,NA,1
#22123,Francis 2018,NA,October,2016,January,2017,2018,2017,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Random,Male,Population-representative survey participants,random sample of HDSS area; issue with enrollment rates - but are above 60%,NA,NA,NA,NA,Youth,Y,15 to 24,15,24,NA,NA,NA,Mixed,82,7,8.5000000000000006E-2,CT,188,10,0.053191489,urine,urine,PCR:  lightmix kit,NAAT,87.8,99.3,0.058859697,0.019989017,0.025605333,0.103037611,138.6403088,8.160326505,NA,1
#22123,Francis 2018,NA,October,2016,January,2017,2018,2017,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Random,Male,Population-representative survey participants,random sample of HDSS area; issue with enrollment rates - but are above 60%,NA,NA,NA,NA,Youth,Y,15 to 24,15,24,NA,NA,NA,Mixed,82,7,8.5000000000000006E-2,NG,188,3,0.015957447,urine,urine,PCR:  lightmix kit & confirmed by GeneXpert,NAAT,80.9,99.9,0.024745724,0.012981455,0.005736987,0.055837578,143.2093271,3.543818524,NA,1
#22123,Francis 2018,NA,October,2016,January,2017,2018,2017,South Africa,SA,SA,Rural,KwaZulu-Natal,Cross sectional,Random,Male,Population-representative survey participants,random sample of HDSS area; issue with enrollment rates - but are above 60%,NA,NA,NA,NA,Youth,Y,15 to 24,15,24,NA,NA,NA,Mixed,82,7,8.5000000000000006E-2,TV,188,1,0.005319149,urine,urine,PCR (lightmix kit),NAAT,96,97.7,0.006378665,0.006111292,0.000226748,0.022800656,169.701095,1.082466454,NA,1
#25301,Francis 2019,NA,November,2013,June,2014,2019,2014,Tanzania,EA,EA,Urban,Mwanza,Cross sectional,Convenience,Female,Students,Government-funded secondary schools,NA,NA,NA,NA,Youth,Y,17 to 18,17,18,NA,NA,NA,Mixed,386,3,7.7720207253886009E-3,CT,386,9,0.023316062,vaginal swab,genital fluid,PCR,NAAT,88.6,99.6,0.024551625,0.009306287,0.009340766,0.044962382,276.5232461,6.789095146,"data for whole sample, only 163 (42%) reported having had sex; additional data added in from Francis et al 2015, more data can also be found in Baisley et al 2020",1
#25301,Francis 2019,NA,November,2013,June,2014,2019,2014,Tanzania,EA,EA,Urban,Mwanza,Cross sectional,Convenience,Female,Students,Government-funded secondary schools,NA,NA,NA,NA,Youth,Y,17 to 18,17,18,NA,NA,NA,Mixed,386,3,7.7720207253886009E-3,NG,386,8,0.020725389,vaginal swab,genital fluid,PCR,NAAT,93.3,99.2,0.016492173,0.00831745,0.003503525,0.035876504,234.4635192,3.866813032,"data for whole sample, only 163 (42%) reported having had sex; additional data added in from Francis et al 2015, more data can also be found in Baisley et al 2020",1
#25301,Francis 2019,NA,November,2013,June,2014,2019,2014,Tanzania,EA,EA,Urban,Mwanza,Cross sectional,Convenience,Female,Students,Government-funded secondary schools,NA,NA,NA,NA,Youth,Y,17 to 18,17,18,NA,NA,NA,Mixed,386,3,7.7720207253886009E-3,TV,386,17,0.044041451,vaginal swab,genital fluid,InPouch TV device; read every other day for 5 days or until positive,culture,68.8,100,0.067379635,0.01564982,0.040395091,0.100633554,256.5752995,17.28795014,"data for whole sample, only 163 (42%) reported having had sex; additional data added in from Francis et al 2015, more data can also be found in Baisley et al 2020",1
#22139,Gadoth 2019,NA,October,2016,February,2017,2019,2017,Democratic Republic of Congo,CA,CA,Mixed,Ksiantu Health Zone,Cohort,Convenience,Female,ANC attendees,pregnant women,NA,NA,Exclude,0,Adult,Y,18+,18,NR,NA,NA,NA,HIV negative,351,0,0,CT,351,11,0.031339031,vaginal/ endocervical swabs,genital fluid,GeneXpert,NAAT,88.6,99.6,0.033950547,0.010785166,0.015716295,0.057316244,281.9632456,9.572806316,NA,1
#22139,Gadoth 2019,NA,October,2016,February,2017,2019,2017,Democratic Republic of Congo,CA,CA,Mixed,Ksiantu Health Zone,Cohort,Convenience,Female,ANC attendees,pregnant women,NA,NA,Exclude,0,Adult,Y,18+,18,NR,NA,NA,NA,HIV negative,351,0,0,NG,351,5,0.014245014,vaginal/ endocervical swabs,genital fluid,GeneXpert,NAAT,93.3,99.2,0.010520386,0.007134692,0.000811642,0.028063498,204.4975584,2.151393274,NA,1
#22139,Gadoth 2019,NA,October,2016,February,2017,2019,2017,Democratic Republic of Congo,CA,CA,Mixed,Ksiantu Health Zone,Cohort,Convenience,Female,ANC attendees,pregnant women,NA,NA,Exclude,0,Adult,Y,18+,18,NR,NA,NA,NA,HIV negative,351,0,0,TV,357,52,0.145658263,vaginal/ endocervical swabs,genital fluid,GeneXpert,NAAT,95,98,0.137554717,0.020473537,0.100075915,0.179486737,283.0227204,38.93111014,NA,1
#30140,Galappaththi-Arachchige 2016,NA,NR,2011,NR,2013,2016,2012,South Africa,SA,SA,Rural,KwaZulu-Natal,Cohort,Consecutive,Female,Students,High school students,NA,NA,NA,NA,Youth,Y,16 to 20,16,20,NA,18,NA,Mixed,1351,241,0.17100000000000001,CT,1325,328,0.24754717,Cervico-vaginal lavage samples,genital fluid,Â strand displacement assay (ProbeTec CT/GC),NAAT,88.6,99.6,0.276453339,0.013946479,0.249438647,0.303313111,1028.393312,284.3027648,"cross sectional study looking at teenage pregnancy, HIV, sexually transmitted infections (STIs) and female genital schistosomiasis (FGS).",1
#30140,Galappaththi-Arachchige 2016,NA,NR,2011,NR,2013,2016,2012,South Africa,SA,SA,Rural,KwaZulu-Natal,Cohort,Consecutive,Female,Students,High school students,NA,NA,NA,NA,Youth,Y,16 to 20,16,20,NA,18,NA,Mixed,1351,241,0.17100000000000001,NG,1325,145,0.109433962,Cervico-vaginal lavage samples,genital fluid,Â strand displacement assay (ProbeTec CT/GC),NAAT,93.3,99.2,0.110322258,0.009533697,0.092056644,0.130102144,1079.874164,119.1341558,"cross sectional study looking at teenage pregnancy, HIV, sexually transmitted infections (STIs) and female genital schistosomiasis (FGS).",1
#30140,Galappaththi-Arachchige 2016,NA,NR,2011,NR,2013,2016,2012,South Africa,SA,SA,Rural,KwaZulu-Natal,Cohort,Consecutive,Female,Students,High school students,NA,NA,NA,NA,Youth,Y,16 to 20,16,20,NA,18,NA,Mixed,1351,241,0.17100000000000001,TV,1371,245,0.178701678,Cervico-vaginal lavage samples,genital fluid,PCR,NAAT,95,98,0.171508835,0.011480173,0.149133666,0.195136868,1078.145788,184.9115277,"cross sectional study looking at teenage pregnancy, HIV, sexually transmitted infections (STIs) and female genital schistosomiasis (FGS).",1
#22188,Ghebremichael 2009,Moshi Infertility survey,November,2002,March,2003,2009,2003,Tanzania,EA,EA,Urban,Moshi,Cross sectional,Random,Female,Community members,Community-based infertility study,Include,0.25,Exclude,0,Adult,Y,20 to 44,20,44,NA,NA,NA,Mixed,1418,164,0.11600000000000001,CT,1440,22,0.015,urine,urine,multiplex PCR,NAAT,87,99.8,0.016006199,0.003662806,0.009625369,0.023724454,1173.958267,18.79061017,NA,2
#22188,Ghebremichael 2009,Moshi Infertility survey,November,2002,March,2003,2009,2003,Tanzania,EA,EA,Urban,Moshi,Cross sectional,Random,Female,Community members,Community-based infertility study,Include,0.25,Exclude,0,Adult,Y,20 to 44,20,44,NA,NA,NA,Mixed,1418,164,0.11600000000000001,NG,1440,3,0.002,urine,urine,multiplex PCR,NAAT,91.6,100,0.003002682,0.001500732,0.000835398,0.006428011,1329.220275,3.991225212,NA,2
#22188,Ghebremichael 2009,Moshi Infertility survey,November,2002,March,2003,2009,2003,Tanzania,EA,EA,Urban,Moshi,Cross sectional,Random,Female,Community members,Community-based infertility study,Include,0.25,Exclude,0,Adult,Y,20 to 44,20,44,NA,NA,NA,Mixed,1418,164,0.11600000000000001,TV,1440,156,0.108,urine,urine,multiplex PCR,NAAT,66.9,98.3,0.140670673,0.012482607,0.117753617,0.166109675,775.8050818,109.1330233,NA,2
#22189,Ghebremichael 2011,Moshi Infertility survey,November,2002,March,2003,2011,2003,Tanzania,EA,EA,Urban,Moshi,Cross sectional,Random,Male,Community members,Community-based infertility study partners,Include,NR,Exclude,0,Adult,Y,20+,20,NR,37,NA,NA,Mixed,566,37,6.5000000000000002E-2,CT,588,4,0.007,urine,urine,multiplex PCR,NAAT,87.8,99.3,0.004309554,0.003497116,0.000152146,0.01296193,350.862138,1.512059207,NA,2
#22189,Ghebremichael 2011,Moshi Infertility survey,November,2002,March,2003,2011,2003,Tanzania,EA,EA,Urban,Moshi,Cross sectional,Random,Male,Community members,Community-based infertility study partners,Include,NR,Exclude,0,Adult,Y,20+,20,NR,37,NA,NA,Mixed,566,37,6.5000000000000002E-2,TV,588,38,0.064,urine,urine,multiplex PCR,NAAT,96,97.7,0.04573202,0.01073173,0.025935691,0.068247936,378.9232731,17.32892652,NA,2
#25083,Gill 2020,UChoose,September,2015,July,2017,2020,2016,South Africa,SA,SA,Peri-urban,Cape Town,RCT,Convenience,Female,HIV/STI prevention trial participants,"UChoose baseline: healthy, sexually active, HIV-negative female",NA,NA,NA,NA,Youth,Y,15 to 19,15,19,NA,17,16-18,HIV negative,130,0,0,CT,130,43,0.33,vulvo-vaginal swab,genital fluid,mpcr,NAAT,88.6,99.6,0.372783533,0.044817297,0.288739779,0.463200281,116.4080067,43.39498801,NA,1
#25083,Gill 2020,UChoose,September,2015,July,2017,2020,2016,South Africa,SA,SA,Peri-urban,Cape Town,RCT,Convenience,Female,HIV/STI prevention trial participants,"UChoose baseline: healthy, sexually active, HIV-negative female",NA,NA,NA,NA,Youth,Y,15 to 19,15,19,NA,17,16-18,HIV negative,130,0,0,NG,130,13,0.1,vulvo-vaginal swab,genital fluid,mpcr,NAAT,93.3,99.2,0.105826976,0.029048961,0.053970808,0.169860518,112.1390145,11.86733285,NA,1
#25083,Gill 2020,UChoose,September,2015,July,2017,2020,2016,South Africa,SA,SA,Peri-urban,Cape Town,RCT,Convenience,Female,HIV/STI prevention trial participants,"UChoose baseline: healthy, sexually active, HIV-negative female",NA,NA,NA,NA,Youth,Y,15 to 19,15,19,NA,17,16-18,HIV negative,130,0,0,TV,130,12,0.09,vulvo-vaginal swab,genital fluid,mpcr,NAAT,95,98,0.084143813,0.027289849,0.036172617,0.144254298,103.4778025,8.70701683,NA,1
#22196,Ginindza 2017,NA,June,2015,July,2015,2017,2015,Eswatini,SA,SA,Mixed,National,Cross sectional,Random,Female,PHC/OPD attendees,women of reproductive age attending OPD,NA,NA,NA,NA,Adult,Y,15 to 49,15,49,32.200000000000003,NA,NA,Mixed,655,276,0.42099999999999999,CT,655,38,0.058015267,genital specimen,genital fluid,NAAT: GeneXpertÂ®Â CT/NG Assay,NAAT,88.6,99.6,0.062920746,0.010492782,0.043987613,0.084626811,535.5362459,33.69634027,NA,1
#22196,Ginindza 2017,NA,June,2015,July,2015,2017,2015,Eswatini,SA,SA,Mixed,National,Cross sectional,Random,Female,PHC/OPD attendees,women of reproductive age attending OPD,NA,NA,NA,NA,Adult,Y,15 to 49,15,49,32.200000000000003,NA,NA,Mixed,655,276,0.42099999999999999,NG,655,35,0.053435115,genital specime,genital fluid,NAAT: GeneXpertÂ®Â ,NAAT,93.3,99.2,0.050691665,0.009363945,0.033852619,0.069826685,548.8152092,27.82035699,NA,1
#22196,Ginindza 2017,NA,June,2015,July,2015,2017,2015,Eswatini,SA,SA,Mixed,National,Cross sectional,Random,Female,PHC/OPD attendees,women of reproductive age attending OPD,NA,NA,NA,NA,Adult,Y,15 to 49,15,49,32.200000000000003,NA,NA,Mixed,655,276,0.42099999999999999,TV,655,51,0.077862595,genital specimen,genital fluid,NAAT: GeneXpertÂ®Â ,NAAT,95,98,0.063434924,0.0108572,0.042977236,0.085361992,504.0001793,31.97121306,NA,1
#22220,Gorgens 2020,NA,NR,2016,NR,2016,2020,2016,Eswatini,SA,SA,Mixed,National,Cross sectional,Random,Female,HIV/STI prevention trial participants,"AGYW, HIV negative, eligible for school enrolment",NA,NA,NA,NA,Youth,Y,15 to 22,15,22,18.22,NA,NA,HIV negative,4533,0,0,TV,4533,150,0.033090668,vaginal swab,genital fluid,OSOMÂ Trichomonas vaginalisÂ rapid test,rapid antigen test,68.5,97.4,0.011133851,0.004111935,0.003703693,0.019617659,651.164053,7.249963495,"baseline results from an impact evaluation of an intervention incentivizing (i) initiation, enrolment, attendance or completion of some form of education, and (ii) lower risk sexual behaviour",1
#22231,Govender 2023,CAP 008,February,2017,March,2018,2023,2018,South Africa,SA,SA,Peri-urban,"Umlazi, KwaZulu-Natal",Cohort,NR,Female,ANC attendees,pregnant women attending first antenatal visit who were enrolled in HIV incidence cohort study,NA,NA,Exclude,0,Adult,Y,15+,15,NR,NA,23,20-27,HIV negative,752,0,0,CT,752,73,0.098,vaginal swab,genital fluid,pcr,NAAT,88.6,99.6,0.106799928,0.012490406,0.083367168,0.132336309,611.4579692,65.30366735,Age stratification available,1
#22231,Govender 2023,CAP 008,February,2017,March,2018,2023,2018,South Africa,SA,SA,Peri-urban,"Umlazi, KwaZulu-Natal",Cohort,NR,Female,ANC attendees,pregnant women attending first antenatal visit who were enrolled in HIV incidence cohort study,NA,NA,Exclude,0,Adult,Y,15+,15,NR,NA,23,20-27,HIV negative,752,0,0,NG,752,43,0.057,vaginal swab,genital fluid,pcr,NAAT,93.3,99.2,0.054287412,0.009043827,0.037584204,0.07290254,627.7025115,34.07634511,Age stratification available,1
#22231,Govender 2023,CAP 008,February,2017,March,2018,2023,2018,South Africa,SA,SA,Peri-urban,"Umlazi, KwaZulu-Natal",Cohort,NR,Female,ANC attendees,pregnant women attending first antenatal visit who were enrolled in HIV incidence cohort study,NA,NA,Exclude,0,Adult,Y,15+,15,NR,NA,23,20-27,HIV negative,752,0,0,TV,752,115,0.151,vaginal swab,genital fluid,pcr,NAAT,95,98,0.144082507,0.014425069,0.117169091,0.173852193,592.6624075,85.39228546,Age stratification available,1
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Female,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Include,NR,NR,NR,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,522,86,0.16475095785440613,CT,521,50,0.096,vaginal swab,genital fluid,Abbott m2000 RealTime CT/NG assay,NAAT,88.6,99.6,0.106023169,0.014862563,0.078521446,0.136645467,429.0813643,45.49256603,Extract from supplementary material. Also possible to extract by HIV status,1
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Female,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Include,NR,NR,NR,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,522,86,0.16475095785440613,NG,521,33,0.063,vaginal swab,genital fluid,Abbott m2000 RealTime CT/NG assay,NAAT,93.3,99.2,0.061839372,0.011354329,0.041853459,0.085228394,450.0070595,27.82815394,Extract from supplementary material. Also possible to extract by HIV status,1
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Female,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Include,NR,NR,NR,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,522,86,0.16475095785440613,TV,522,71,0.136,vaginal swab,genital fluid,OSOM Trichomonas Rapid Test,rapid antigen test,68.5,97.4,0.168894281,0.022911849,0.127028458,0.216607957,267.3935507,45.16124153,Extract from supplementary material. Also possible to extract by HIV status,1
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Male,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Include,NR,NR,NR,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,394,42,0.1065989847715736,CT,394,38,0.096,urethral swab - penile meatal,genital fluid,Abbott m2000 RealTime CT/NG assay,NAAT,87.5,99.2,0.104301267,0.017612852,0.07200775,0.141337102,301.1564672,31.41100117,Extract from supplementary material. Also possible to extract by HIV status,1
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Male,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Include,NR,NR,NR,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,394,42,0.1065989847715736,NG,394,13,0.033,urethral swab - penile meatal,genital fluid,Abbott m2000 RealTime CT/NG assay,NAAT,96.1,99,0.026939446,0.009638589,0.010740407,0.047924757,282.1639747,7.601341154,Extract from supplementary material. Also possible to extract by HIV status,1
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Male,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Include,NR,NR,NR,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,394,42,0.1065989847715736,TV,394,15,0.038,urethral swab - penile meatal,genital fluid,OSOM Trichomonas Rapid Test,rapid antigen test,68.5,97.4,0.023306367,0.014109869,0.002202223,0.055485723,114.3370539,2.664781297,Extract from supplementary material. Also possible to extract by HIV status,1
#22243,Gray 2009,MMC Trial 2,NR,2004,December,2006,2009,2005,Uganda,EA,EA,Rural,Rakai,RCT,Convenience,Female,Community members,"Women married to men participating as uncircumcised controls in MMC trial, one year after trial enrolment",Include,0.42299999999999999,Exclude,0,Adult,Y,15 to 49,15,49,NA,NA,NA,HIV negative,402,0,0,TV,402,45,0.112,self collected vaginal swab,genital fluid,InPouch TV Culture,culture,68.8,100,0.165739896,0.022261033,0.124749111,0.211723641,279.0216577,46.24502054,"Extracted data for control group, one year after trial enrollment. Supplemented study info from Gray 2007 (https://pubmed.ncbi.nlm.nih.gov/17321311/)",2
#32528,Gray 2021,HVTN702,October,2016,June,2019,2021,2018,South Africa,SA,SA,Mixed,Multiple,Cohort,Convenience,Male,HIV/STI prevention trial participants,HVTN702 baseline: HIV negative participants,NA,NA,NA,NA,Adult,Y,18 to 35,18,35,NA,NA,NA,HIV negative,1252,0,0,CT,1252,199,0.16,urine,urine,GeneXpert,NAAT,87.8,99.3,0.17519479,0.011738785,0.153328122,0.198487292,1048.639727,183.7162167,NA,1
